"Date","労働力人口(万人)-男女計:原数値","労働力人口(万人)-男:原数値","労働力人口(万人)-女:原数値","就業者(万人)-男女計:原数値","就業者(万人)-男:原数値","就業者(万人)-女:原数値","雇用者(万人)-男女計:原数値","雇用者(万人)-男:原数値","雇用者(万人)-女:原数値","完全失業者(万人)-男女計:原数値","完全失業者(万人)-男:原数値","完全失業者(万人)-女:原数値","非労働力人口(万人)-男女計:原数値","非労働力人口(万人)-男:原数値","非労働力人口(万人)-女:原数値","完全失業率（％）-男女計:原数値","完全失業率（％）-男:原数値","完全失業率（％）-女:原数値"
2010-02-01,6547,3814,2734,6223,3609,2616,5462,3144,2319,324,205,120,4546,1546,3000,5,5.4,4.4
2010-03-01,6599,3848,2752,6249,3628,2623,5478,3156,2324,350,221,130,4497,1511,2988,5.3,5.8,4.7
2010-04-01,6665,3868,2798,6309,3652,2658,5486,3158,2329,356,217,140,4431,1490,2941,5.4,5.6,5
2010-05-01,6682,3868,2816,6335,3655,2681,5494,3156,2338,347,213,135,4420,1494,2926,5.2,5.5,4.8
2010-06-01,6665,3875,2791,6321,3663,2659,5484,3161,2323,344,213,133,4442,1487,2956,5.2,5.5,4.8
2010-07-01,6644,3860,2785,6313,3652,2662,5484,3148,2337,331,207,124,4462,1503,2959,5,5.4,4.4
2010-08-01,6657,3859,2799,6320,3656,2665,5501,3158,2345,337,203,135,4451,1507,2944,5.1,5.3,4.8
2010-09-01,6692,3867,2826,6352,3655,2698,5549,3167,2383,340,212,129,4417,1500,2918,5.1,5.5,4.6
2010-10-01,6665,3854,2812,6330,3647,2684,5542,3175,2369,334,207,129,4449,1514,2935,5,5.4,4.6
2010-11-01,6616,3830,2786,6298,3632,2667,5522,3160,2363,318,199,120,4497,1535,2962,4.8,5.2,4.3
2010-12-01,6577,3823,2757,6278,3633,2648,5516,3160,2358,299,190,110,4538,1543,2995,4.6,5,4
2011-01-01,6571,3823,2749,6261,3626,2636,5522,3163,2360,310,197,113,4543,1543,3001,4.8,5.2,4.1
2011-02-01,6572,3818,2754,6268,3631,2638,5533,3177,2356,303,187,117,4543,1548,2994,4.6,4.9,4.2
2011-03-01,6563,3819,2743,6241,3621,2620,5468,3153,2319,322,199,122,4551,1543,3008,4.9,5.2,4.5
2011-04-01,6633,3850,2781,6305,3649,2655,5495,3161,2333,329,204,125,4482,1510,2970,5,5.3,4.5
2011-05-01,6645,3849,2791,6331,3659,2670,5534,3179,2354,314,192,121,4474,1512,2963,4.7,5,4.4
2011-06-01,6628,3839,2788,6314,3653,2662,5528,3175,2352,314,189,126,4489,1523,2966,4.7,4.9,4.5
2011-07-01,6605,3832,2771,6291,3640,2652,5468,3142,2326,312,193,119,4516,1533,2984,4.7,5,4.3
2011-08-01,6581,3816,2764,6288,3642,2644,5470,3150,2322,295,176,119,4513,1539,2975,4.5,4.6,4.3
2011-09-01,6604,3816,2788,6326,3645,2681,5524,3163,2361,277,171,106,4503,1547,2957,4.2,4.5,3.8
2011-10-01,6604,3816,2788,6314,3636,2678,5520,3157,2364,289,180,109,4511,1551,2961,4.4,4.7,3.9
2011-11-01,6591,3812,2778,6309,3637,2672,5549,3174,2375,281,175,106,4523,1553,2971,4.3,4.6,3.8
2011-12-01,6549,3806,2745,6273,3629,2645,5534,3171,2363,276,177,100,4565,1560,3005,4.2,4.6,3.7
2012-01-01,6510,3791,2719,6218,3612,2607,5498,3164,2334,291,179,112,4603,1575,3028,4.5,4.7,4.1
2012-02-01,6523,3785,2738,6234,3608,2626,5495,3156,2338,289,177,112,4584,1576,3008,4.4,4.7,4.1
2012-03-01,6530,3790,2740,6223,3600,2623,5456,3134,2323,307,190,117,4579,1572,3007,4.7,5,4.3
2012-04-01,6600,3813,2787,6284,3622,2662,5485,3135,2350,315,191,125,4506,1548,2958,4.8,5,4.5
2012-05-01,6605,3807,2797,6306,3632,2674,5502,3142,2361,297,174,123,4496,1551,2946,4.5,4.6,4.4
2012-06-01,6601,3817,2784,6313,3644,2669,5536,3162,2373,288,173,115,4502,1541,2962,4.4,4.5,4.1
2012-07-01,6576,3799,2777,6287,3624,2665,5506,3142,2363,288,176,112,4533,1562,2970,4.4,4.6,4
2012-08-01,6570,3793,2777,6291,3624,2668,5520,3154,2366,277,168,109,4537,1568,2969,4.2,4.4,3.9
2012-09-01,6595,3806,2788,6319,3638,2681,5532,3161,2371,275,168,107,4515,1556,2959,4.2,4.4,3.8
2012-10-01,6604,3812,2792,6332,3650,2683,5556,3177,2379,271,162,109,4507,1551,2956,4.1,4.3,3.9
2012-11-01,6569,3784,2784,6309,3625,2684,5569,3175,2396,260,159,100,4541,1578,2963,4,4.2,3.6
2012-12-01,6499,3750,2749,6240,3590,2651,5501,3136,2365,259,161,98,4607,1609,2998,4,4.3,3.6
2013-01-01,6516,3761,2753,6241,3589,2652,5513,3145,2368,273,172,101,4586,1596,2991,4.2,4.6,3.7
2013-02-01,6533,3762,2772,6255,3591,2665,5527,3144,2382,277,171,106,4564,1594,2970,4.2,4.6,3.8
2013-03-01,6541,3766,2773,6260,3587,2673,5497,3120,2378,280,181,101,4558,1591,2968,4.3,4.8,3.6
2013-04-01,6618,3794,2823,6326,3620,2706,5542,3144,2399,291,175,118,4481,1562,2919,4.4,4.6,4.2
2013-05-01,6634,3804,2830,6354,3642,2713,5567,3164,2403,279,163,118,4465,1554,2911,4.2,4.3,4.1
2013-06-01,6609,3805,2804,6348,3648,2702,5584,3175,2409,260,159,104,4492,1553,2939,3.9,4.2,3.7
2013-07-01,6582,3790,2792,6326,3627,2699,5561,3157,2404,255,163,94,4521,1570,2951,3.9,4.3,3.3
2013-08-01,6598,3789,2809,6326,3623,2704,5576,3168,2408,271,167,106,4503,1570,2933,4.1,4.4,3.7
2013-09-01,6634,3797,2837,6375,3637,2739,5589,3156,2434,258,161,99,4474,1565,2909,3.9,4.2,3.5
2013-10-01,6647,3796,2850,6383,3637,2746,5611,3158,2453,263,160,105,4462,1566,2896,4,4.2,3.7
2013-11-01,6638,3785,2852,6388,3635,2753,5634,3178,2457,249,151,100,4470,1576,2895,3.8,4,3.5
2013-12-01,6563,3744,2819,6337,3608,2730,5599,3160,2439,225,137,90,4544,1616,2928,3.4,3.6,3.2
2014-01-01,6520,3740,2780,6280,3595,2686,5564,3152,2412,238,146,94,4584,1619,2964,3.7,3.9,3.4
2014-02-01,6536,3749,2786,6301,3608,2694,5560,3151,2408,232,141,93,4563,1608,2956,3.6,3.7,3.3
2014-03-01,6564,3774,2790,6317,3625,2693,5558,3158,2400,246,150,98,4534,1583,2951,3.8,4,3.5
2014-04-01,6613,3791,2821,6357,3641,2717,5566,3153,2413,254,151,105,4483,1564,2920,3.9,4,3.7
2014-05-01,6661,3807,2854,6418,3668,2749,5610,3180,2429,242,139,105,4440,1552,2888,3.6,3.6,3.7
2014-06-01,6656,3796,2860,6409,3653,2758,5635,3184,2451,245,144,103,4446,1563,2883,3.7,3.8,3.6
2014-07-01,6626,3783,2843,6378,3638,2741,5618,3169,2449,248,146,103,4479,1576,2903,3.8,3.8,3.6
2014-08-01,6618,3790,2827,6384,3649,2736,5619,3180,2439,231,142,92,4484,1568,2915,3.5,3.7,3.2
2014-09-01,6658,3798,2859,6424,3659,2765,5655,3187,2468,233,140,96,4450,1564,2885,3.5,3.7,3.3
2014-10-01,6647,3784,2863,6412,3642,2772,5649,3172,2476,233,143,92,4460,1578,2881,3.5,3.8,3.2
2014-11-01,6614,3757,2856,6394,3622,2771,5657,3171,2487,219,136,85,4495,1607,2889,3.3,3.6,2.9
2014-12-01,6592,3749,2842,6380,3622,2759,5665,3183,2483,210,128,84,4514,1612,2901,3.2,3.4,2.9
2015-01-01,6565,3760,2806,6332,3618,2717,5632,3177,2455,231,143,90,4537,1602,2935,3.5,3.8,3.2
2015-02-01,6574,3758,2815,6346,3621,2727,5616,3167,2449,226,138,89,4526,1600,2926,3.5,3.7,3.1
2015-03-01,6573,3757,2815,6343,3616,2728,5602,3153,2448,228,142,88,4527,1601,2927,3.5,3.8,3.1
2015-04-01,6603,3764,2838,6367,3629,2739,5600,3151,2449,234,135,100,4497,1594,2904,3.6,3.6,3.5
2015-05-01,6651,3785,2865,6425,3654,2773,5646,3173,2472,224,132,94,4450,1574,2876,3.4,3.5,3.3
2015-06-01,6676,3791,2885,6451,3658,2794,5688,3189,2499,224,134,92,4433,1570,2863,3.4,3.5,3.2
2015-07-01,6631,3769,2861,6407,3637,2771,5655,3171,2486,222,133,91,4473,1591,2881,3.4,3.5,3.2
2015-08-01,6632,3775,2856,6406,3641,2766,5663,3184,2479,225,135,92,4469,1585,2884,3.4,3.6,3.2
2015-09-01,6694,3802,2892,6466,3664,2802,5711,3197,2514,227,138,90,4415,1563,2852,3.4,3.6,3.1
2015-10-01,6668,3789,2879,6459,3659,2800,5727,3204,2523,208,130,78,4444,1577,2868,3.1,3.4,2.7
2015-11-01,6615,3761,2855,6406,3634,2772,5699,3196,2503,210,127,83,4494,1603,2891,3.2,3.4,2.9
2015-12-01,6615,3763,2852,6410,3634,2776,5717,3204,2512,204,129,76,4489,1599,2890,3.1,3.4,2.6
2016-01-01,6635,3767,2868,6424,3636,2788,5734,3205,2529,211,130,81,4472,1597,2875,3.2,3.5,2.8
2016-02-01,6589,3750,2839,6376,3616,2760,5706,3199,2507,213,134,79,4510,1610,2900,3.2,3.6,2.8
2016-03-01,6580,3737,2843,6364,3605,2759,5670,3172,2498,216,132,84,4525,1626,2899,3.3,3.5,3
2016-04-01,6645,3776,2869,6420,3646,2774,5700,3195,2504,225,130,95,4454,1584,2870,3.4,3.5,3.3
2016-05-01,6687,3802,2885,6471,3676,2795,5739,3222,2517,217,126,90,4417,1560,2857,3.2,3.3,3.1
2016-06-01,6733,3803,2929,6522,3684,2839,5761,3210,2552,210,119,91,4374,1560,2814,3.1,3.1,3.1
2016-07-01,6708,3785,2923,6504,3663,2842,5743,3195,2547,203,122,81,4399,1579,2820,3,3.2,2.8
2016-08-01,6702,3790,2911,6489,3659,2830,5743,3202,2542,212,131,81,4401,1572,2830,3.2,3.5,2.8
2016-09-01,6726,3800,2926,6522,3673,2849,5792,3223,2569,204,127,77,4378,1562,2816,3,3.4,2.6
2016-10-01,6715,3801,2914,6520,3681,2839,5815,3236,2579,195,120,75,4395,1564,2830,2.9,3.2,2.6
2016-11-01,6674,3777,2898,6477,3658,2819,5779,3225,2554,197,118,79,4435,1588,2846,3,3.1,2.7
2016-12-01,6683,3785,2898,6490,3663,2827,5820,3244,2576,193,122,70,4420,1578,2842,2.9,3.2,2.4
2017-01-01,6667,3777,2890,6470,3656,2813,5793,3226,2567,197,121,76,4438,1587,2851,3,3.2,2.6
2017-02-01,6615,3748,2866,6427,3634,2793,5754,3215,2539,188,115,74,4485,1612,2873,2.8,3.1,2.6
2017-03-01,6621,3748,2874,6433,3636,2797,5728,3196,2532,188,111,77,4479,1613,2866,2.8,3,2.7
