"ID","期間","1.対外証券投資【居住者による取得・処分】:株式・投資ファンド持分:取得","1.対外証券投資【居住者による取得・処分】:株式・投資ファンド持分:処分","1.対外証券投資【居住者による取得・処分】:株式・投資ファンド持分:ネット","1.対外証券投資【居住者による取得・処分】:中長期債:取得","1.対外証券投資【居住者による取得・処分】:中長期債:処分","1.対外証券投資【居住者による取得・処分】:中長期債:ネット","1.対外証券投資【居住者による取得・処分】:小計:ネット","1.対外証券投資【居住者による取得・処分】:短期債:取得","1.対外証券投資【居住者による取得・処分】:短期債:処分","1.対外証券投資【居住者による取得・処分】:短期債:ネット","1.対外証券投資【居住者による取得・処分】:合計:ネット","2.対内証券投資【非居住者による取得・処分】:株式・投資ファンド持分:取得","2.対内証券投資【非居住者による取得・処分】:株式・投資ファンド持分:処分","2.対内証券投資【非居住者による取得・処分】:株式・投資ファンド持分:ネット","2.対内証券投資【非居住者による取得・処分】:中長期債:取得","2.対内証券投資【非居住者による取得・処分】:中長期債:処分","2.対内証券投資【非居住者による取得・処分】:中長期債:ネット","2.対内証券投資【非居住者による取得・処分】:小計:ネット","2.対内証券投資【非居住者による取得・処分】:短期債:取得","2.対内証券投資【非居住者による取得・処分】:短期債:処分","2.対内証券投資【非居住者による取得・処分】:短期債:ネット","2.対内証券投資【非居住者による取得・処分】:合計:ネット"
162,"2008．2．3～ 2．9",4964,3718,1246,37204,32546,4658,5904,1572,2929,-1358,4547,69350,69736,-386,26088,20840,5248,4862,24423,22789,1634,6496
163,"2008．2．10～ 2．16",5550,3760,1791,26114,29580,-3466,-1675,6292,3152,3141,1465,54450,52739,1711,10045,11675,-1630,81,24110,21162,2948,3030
164,"2008．2．17～ 2．23",4470,4258,212,24769,25674,-904,-692,1330,1977,-646,-1339,66976,68567,-1591,13127,18850,-5722,-7314,13792,17429,-3637,-10950
165,"2008．2．24～ 3．1",6642,4513,2129,34080,28404,5677,7806,2103,1645,458,8263,61012,61786,-774,18691,22565,-3874,-4648,21298,13900,7398,2750
166,"2008．3．2～ 3．8",4689,4071,618,42973,35497,7476,8094,1944,2066,-122,7972,60319,64496,-4177,28895,24647,4248,71,22526,18047,4479,4549
167,"2008．3．9～ 3．15",4361,4677,-316,36887,27574,9313,8997,2510,1894,615,9612,66177,76105,-9928,45332,36655,8677,-1251,28139,35588,-7450,-8701
168,"2008．3．16～ 3．22",3622,3314,308,22978,20076,2902,3210,1698,3079,-1381,1829,48856,50467,-1611,29223,52941,-23718,-25329,35134,21250,13884,-11446
169,"2008．3．23～ 3．29",5910,4229,1682,24350,32688,-8338,-6656,1652,2473,-821,-7477,53866,54899,-1033,22403,25265,-2862,-3895,7008,15455,-8447,-12342
170,"2008．3．30～ 4．5",5035,3695,1340,26623,29921,-3298,-1958,1900,2776,-876,-2833,62095,57223,4872,26934,19609,7325,12197,33602,16701,16901,29098
171,"2008．4．6～ 4．12",4225,3399,826,29312,24015,5297,6122,1778,1598,180,6302,56419,56425,-6,20263,14653,5610,5604,35069,33777,1291,6896
172,"2008．4．13～ 4．19",5086,5037,49,29856,38191,-8335,-8286,1698,1691,7,-8280,49406,48046,1360,17128,16283,845,2204,24863,20514,4350,6554
173,"2008．4．20～ 4．26",6187,6074,113,20655,21015,-360,-247,1602,2643,-1041,-1287,53487,50479,3008,23808,29688,-5880,-2872,19847,15811,4036,1164
174,"2008．4．27～ 5．3",3106,3009,97,16014,16154,-140,-43,1821,1800,20,-23,52607,48442,4166,19026,27617,-8591,-4425,17828,23663,-5835,-10260
175,"2008．5．4～ 5．10",3381,2856,525,21047,11813,9234,9758,3046,2275,771,10530,37876,37998,-123,10643,10330,313,190,28221,16553,11669,11859
176,"2008．5．11～ 5．17",4723,5216,-493,21046,17871,3176,2683,1397,1274,122,2805,62188,58439,3749,16128,17275,-1147,2602,26869,19827,7042,9644
177,"2008．5．18～ 5．24",4052,3751,301,17733,12905,4827,5129,1682,1215,466,5595,58947,58286,661,12299,17228,-4929,-4268,19994,17797,2197,-2071
178,"2008．5．25～ 5．31",7639,7088,551,15950,15090,859,1410,1439,1334,105,1516,58439,55696,2743,15339,12667,2671,5415,21096,11143,9953,15367
179,"2008．6．1～ 6．7",4452,4283,169,21514,17465,4050,4218,1121,1152,-31,4187,64733,61314,3419,17823,15113,2709,6128,34239,24250,9989,16118
180,"2008．6．8～ 6．14",4201,4274,-73,24820,26463,-1643,-1716,2187,1725,462,-1255,62073,60538,1535,24070,16808,7262,8797,29466,31543,-2077,6720
181,"2008．6．15～ 6．21",3717,3540,177,25684,27932,-2249,-2071,1446,1193,253,-1818,48919,48577,342,16563,29895,-13332,-12990,32929,36754,-3824,-16814
182,"2008．6．22～ 6．28",4185,3535,650,27040,22064,4976,5626,1431,1489,-58,5567,47536,52683,-5147,14228,18449,-4221,-9368,19667,6844,12823,3455
183,"2008．6．29～ 7．5",4846,3698,1148,26702,25473,1229,2377,1068,864,204,2581,57235,59173,-1939,18046,12899,5147,3208,29979,11425,18554,21762
184,"2008．7．6～ 7．12",4125,3994,131,30233,30827,-595,-463,2940,1891,1049,586,53797,56220,-2423,16523,11247,5276,2853,19459,33785,-14326,-11473
185,"2008．7．13～ 7．19",4694,3983,711,27834,26157,1677,2388,1387,1355,32,2420,51332,54309,-2976,12112,8776,3335,359,32544,21811,10733,11092
186,"2008．7．20～ 7．26",3699,3734,-35,19333,15901,3432,3397,1913,2894,-981,2416,43020,43748,-728,8410,8731,-320,-1048,13519,18118,-4599,-5648
187,"2008．7．27～ 8．2",5187,3835,1352,23987,25662,-1675,-323,2045,1827,219,-104,50638,54467,-3830,9035,6960,2075,-1755,32603,29585,3019,1263
188,"2008．8．3～ 8．9",3325,3967,-641,26348,31045,-4697,-5338,1704,3101,-1397,-6735,60105,62480,-2375,22680,10421,12259,9884,28720,25333,3387,13271
189,"2008．8．10～ 8．16",3755,4288,-534,35229,29011,6218,5685,3320,1290,2031,7715,50031,49592,439,15423,10379,5044,5483,14384,24353,-9969,-4486
190,"2008．8．17～ 8．23",3214,4043,-828,25432,39625,-14193,-15021,3295,1755,1541,-13480,41795,43946,-2151,14621,9042,5579,3429,23836,25340,-1504,1925
191,"2008．8．24～ 8．30",4243,4238,5,24193,31659,-7466,-7461,1822,1737,86,-7376,38290,36980,1311,16780,12386,4394,5705,16545,14413,2132,7837
192,"2008．8．31～ 9．6",3790,3911,-121,39188,30122,9066,8945,3826,2195,1631,10576,48788,51876,-3088,18892,17840,1052,-2036,18195,23267,-5072,-7107
193,"2008．9．7～ 9．13",3522,3902,-380,24219,31503,-7284,-7664,2532,1412,1119,-6544,56095,60049,-3954,27623,19590,8032,4078,24241,31563,-7322,-3244
194,"2008．9．14～ 9．20",4708,4874,-165,44577,45125,-548,-713,1276,6603,-5327,-6041,53035,52896,139,25357,25865,-508,-369,15535,16740,-1205,-1574
195,"2008．9．21～ 9．27",5859,4711,1148,22669,19051,3618,4766,904,842,63,4828,42187,44555,-2368,11623,23561,-11938,-14305,18935,23851,-4915,-19221
196,"2008．9．28～ 10．4",5645,3985,1660,43816,41112,2704,4364,998,1087,-89,4275,51120,56035,-4915,15301,24204,-8902,-13817,28066,21830,6236,-7581
197,"2008．10．5～ 10．11",6918,5190,1728,46080,54025,-7945,-6217,758,1099,-341,-6558,61889,61542,347,20828,29438,-8610,-8263,32470,40367,-7897,-16160
198,"2008．10．12～ 10．18",7535,4052,3483,23566,22415,1151,4634,1230,1310,-80,4554,39232,42240,-3008,12198,20121,-7923,-10931,27516,17723,9794,-1137
199,"2008．10．19～ 10．25",5806,3789,2017,32510,41632,-9122,-7105,2091,2134,-43,-7148,47666,50436,-2770,10984,11942,-957,-3727,23786,21866,1920,-1808
200,"2008．10．26～ 11．1",7525,3322,4203,37766,27179,10586,14790,824,815,10,14799,48882,53854,-4973,11892,14954,-3062,-8035,16175,18611,-2437,-10471
201,"2008．11．2～ 11．8",7536,3232,4304,31848,25490,6358,10662,1549,973,577,11238,37327,39313,-1986,7476,13213,-5737,-7723,22622,20790,1832,-5892
202,"2008．11．9～ 11．15",4536,2924,1612,27122,24984,2137,3750,1466,1025,441,4190,36337,41474,-5137,11317,12218,-901,-6039,27687,27517,170,-5868
203,"2008．11．16～ 11．22",9604,4475,5129,39629,41404,-1775,3355,1276,1423,-147,3208,33315,39593,-6278,7860,16250,-8390,-14668,19853,20178,-325,-14993
204,"2008．11．23～ 11．29",6367,2991,3376,39998,40650,-652,2724,619,977,-358,2367,26111,26100,11,9247,11015,-1768,-1757,16150,22719,-6569,-8326
205,"2008．11．30～ 12．6",7689,2736,4952,49044,53815,-4771,182,2484,2200,284,466,27605,31607,-4002,10987,11781,-794,-4797,20028,19877,151,-4646
206,"2008．12．7～ 12．13",5442,2700,2742,24433,33282,-8849,-6107,1348,1124,224,-5883,37749,39967,-2218,14529,12165,2364,146,24271,31244,-6973,-6827
207,"2008．12．14～ 12．20",4908,2497,2411,43741,37713,6028,8439,1327,1116,211,8650,31484,33111,-1627,13858,15542,-1683,-3310,14354,22848,-8493,-11804
208,"2008．12．21～ 12．27",3489,781,2708,10817,9707,1110,3818,423,400,24,3842,11967,13256,-1289,5450,11211,-5761,-7051,2390,31634,-29244,-36295
209,"2008．12．28～ 2009．1．3",895,280,615,9847,5418,4429,5043,301,133,168,5211,3996,4182,-187,1869,2111,-242,-429,2236,70,2166,1737
210,"2009．1．4～ 1．10",3561,2829,732,29438,21220,8218,8950,1090,548,542,9491,29133,29248,-115,9896,12419,-2523,-2639,21359,4464,16895,14257
211,"2009．1．11～ 1．17",6449,2425,4025,24824,25717,-893,3132,1045,1689,-644,2488,20976,24838,-3862,14106,11562,2545,-1317,15547,39217,-23670,-24987
212,"2009．1．18～ 1．24",2951,2044,906,26290,25767,522,1429,2117,441,1676,3105,23802,27566,-3764,7813,8737,-924,-4688,18222,17688,533,-4155
213,"2009．1．25～ 1．31",7378,2556,4822,26482,21908,4574,9396,1695,902,793,10189,26168,29457,-3289,7787,11204,-3417,-6706,19364,17115,2249,-4457
214,"2009．2．1～ 2．7",7585,4225,3360,27289,20987,6303,9663,3720,417,3303,12966,27842,30616,-2773,10167,12872,-2705,-5478,28655,22838,5817,339
215,"2009．2．8～ 2．14",3483,2243,1240,31033,17274,13759,14999,432,571,-139,14860,21990,24088,-2098,7479,7934,-455,-2553,23087,21675,1412,-1141
216,"2009．2．15～ 2．21",4158,2007,2151,29049,16640,12409,14560,1090,541,549,15109,22181,26689,-4508,8248,9013,-765,-5274,20935,17871,3064,-2210
217,"2009．2．22～ 2．28",3273,2506,767,24780,21661,3120,3887,1283,1049,233,4120,27249,28818,-1569,10134,7702,2433,864,20789,10006,10784,11648
218,"2009．3．1～ 3．7",5388,2042,3347,19203,28230,-9027,-5680,893,1205,-311,-5992,25880,32463,-6582,11584,13799,-2215,-8797,23030,19338,3692,-5105
219,"2009．3．8～ 3．14",4568,3525,1043,23683,14192,9490,10534,1009,1110,-101,10433,29911,32036,-2124,12037,11455,582,-1542,21550,23288,-1738,-3280
220,"2009．3．15～ 3．21",2448,2386,62,17966,15350,2616,2678,1503,1413,90,2768,23716,29959,-6242,12056,6936,5119,-1123,16028,23168,-7140,-8264
221,"2009．3．22～ 3．28",6033,3569,2464,26472,19820,6653,9117,1696,1482,214,9331,30646,32523,-1878,10231,17429,-7198,-9076,18769,32521,-13753,-22828
222,"2009．3．29～ 4．4",3781,3035,746,21041,42120,-21078,-20332,1196,1455,-259,-20591,34644,34197,447,12080,11195,885,1332,12675,4028,8647,9979
223,"2009．4．5～ 4．11",3202,3123,79,25212,17042,8169,8249,1092,1106,-14,8234,31681,30536,1145,6224,7859,-1635,-491,20466,31053,-10587,-11078
224,"2009．4．12～ 4．18",4120,3137,984,27292,17008,10284,11268,961,994,-32,11236,30111,30650,-538,3819,7671,-3853,-4391,17626,12504,5123,732
225,"2009．4．19～ 4．25",3826,3887,-60,30437,22063,8374,8313,1239,1611,-372,7941,29268,29354,-86,8481,9620,-1139,-1225,30184,26860,3324,2099
226,"2009．4．26～ 5．2",2891,3087,-196,15017,15585,-568,-765,496,1280,-784,-1549,25746,23656,2090,5331,5444,-113,1977,20031,17847,2184,4161
227,"2009．5．3～ 5．9",3103,3113,-10,12738,10547,2190,2180,1072,784,288,2468,20493,16029,4463,3693,4416,-723,3741,10623,18667,-8043,-4303
228,"2009．5．10～ 5．16",4191,4195,-5,26202,26082,120,115,1451,1011,440,555,32539,33937,-1398,9334,13567,-4232,-5631,33702,22332,11370,5740
229,"2009．5．17～ 5．23",5026,4258,768,23636,17225,6411,7178,1631,838,794,7972,27482,27434,48,9393,12108,-2715,-2668,24466,29835,-5369,-8037
230,"2009．5．24～ 5．30",5571,4186,1386,29081,19271,9810,11196,2602,3264,-663,10533,29519,27717,1802,11049,13248,-2199,-397,17631,14048,3584,3187
231,"2009．5．31～ 6．6",4769,3347,1422,23674,18925,4749,6171,2033,2254,-221,5950,29950,29031,919,10913,12129,-1216,-297,24386,19166,5220,4923
232,"2009．6．7～ 6．13",3521,3889,-368,26152,20375,5777,5409,1104,1692,-588,4821,36205,33744,2461,11813,13375,-1562,899,25287,26563,-1276,-377
233,"2009．6．14～ 6．20",3769,3582,188,22486,19689,2797,2984,1699,1306,393,3377,35171,34362,809,11737,12991,-1255,-445,19726,29036,-9310,-9755
234,"2009．6．21～ 6．27",4093,2588,1505,30270,14954,15316,16821,1167,1595,-428,16393,29958,31909,-1951,11671,18338,-6667,-8618,26267,26858,-591,-9209
235,"2009．6．28～ 7．4",3751,2407,1345,23371,28079,-4708,-3363,810,704,107,-3257,31368,30532,836,14693,10706,3987,4823,25437,20559,4878,9700
236,"2009．7．5～ 7．11",3411,2886,524,32089,25338,6751,7276,966,1188,-222,7053,28866,29381,-515,9845,8586,1260,745,29147,34831,-5684,-4938
237,"2009．7．12～ 7．18",4022,3011,1011,20919,20881,38,1049,1008,731,277,1326,29652,28841,812,9086,9575,-489,322,30893,22824,8069,8391
238,"2009．7．19～ 7．25",2924,2770,154,11494,10582,912,1066,893,1243,-350,716,25798,22066,3732,5317,5587,-270,3462,19220,23829,-4609,-1146
239,"2009．7．26～ 8．1",4899,4797,102,18598,19411,-813,-711,510,1084,-574,-1285,31281,27035,4247,7610,14289,-6679,-2432,21594,24145,-2551,-4983
240,"2009．8．2～ 8．8",3285,4273,-988,19879,18598,1282,294,536,763,-226,68,32039,29108,2931,7563,8087,-525,2406,26487,27932,-1445,961
241,"2009．8．9～ 8．15",3702,4575,-872,24420,24188,232,-640,980,806,174,-466,29933,27193,2740,5590,5937,-347,2393,26851,27415,-564,1829
242,"2009．8．16～ 8．22",3206,2818,388,26355,20911,5444,5833,1598,1053,545,6378,27861,29253,-1392,9521,7116,2404,1013,26286,32676,-6391,-5378
243,"2009．8．23～ 8．29",4404,3846,558,19398,20148,-750,-192,1437,1582,-145,-337,27812,26945,867,9349,9273,76,943,26860,15182,11679,12621
244,"2009．8．30～ 9．5",3548,3123,425,20133,22896,-2762,-2337,2357,2022,336,-2001,30239,28911,1327,13151,11323,1828,3155,23915,24177,-263,2892
245,"2009．9．6～ 9．12",3470,2999,471,35862,19253,16609,17081,2742,880,1861,18942,28282,29616,-1334,11372,20322,-8950,-10284,18940,23342,-4402,-14687
246,"2009．9．13～ 9．19",5187,4230,957,21642,22808,-1166,-209,2399,1971,428,219,30714,30469,245,10091,14163,-4071,-3826,23504,45407,-21903,-25729
247,"2009．9．20～ 9．26",3167,3369,-202,10108,16916,-6808,-7010,801,1649,-848,-7857,16917,18096,-1179,5632,11915,-6284,-7463,11598,8669,2930,-4533
248,"2009．9．27～ 10．3",4766,3724,1042,37006,49794,-12788,-11746,1553,1244,309,-11437,29976,30672,-696,16748,10115,6633,5937,28772,29361,-589,5348
249,"2009．10．4～ 10．10",4554,4808,-254,29859,27293,2566,2312,2132,1184,948,3261,34794,30870,3924,10902,13910,-3009,915,34286,35420,-1134,-218
250,"2009．10．11～ 10．17",4100,4645,-545,18370,22152,-3782,-4327,894,931,-37,-4363,23942,22848,1094,7660,9635,-1975,-881,23505,17609,5896,5014
251,"2009．10．18～ 10．24",4589,5099,-511,19009,15972,3037,2526,1927,867,1060,3586,26383,26031,353,10683,11851,-1168,-815,27300,22393,4907,4093
252,"2009．10．25～ 10．31",4460,4540,-80,21254,22638,-1385,-1465,802,913,-111,-1576,31016,30551,465,10652,14120,-3468,-3003,25795,25240,555,-2448
253,"2009．11．1～ 11．7",2876,3346,-469,21642,18196,3447,2977,692,336,356,3333,22519,22593,-74,7209,9365,-2156,-2230,20421,22479,-2059,-4289
254,"2009．11．8～ 11．14",3848,4315,-467,31337,23758,7579,7112,1729,644,1085,8197,26818,26606,212,12103,11786,318,530,24139,28655,-4516,-3986
255,"2009．11．15～ 11．21",3997,4231,-234,26518,28431,-1913,-2146,1766,1041,725,-1421,29435,31828,-2393,11349,12291,-943,-3336,37155,27813,9342,6006
256,"2009．11．22～ 11．28",3239,3214,25,30864,26735,4129,4153,747,1090,-343,3810,23171,22555,616,8836,8376,460,1076,23669,27858,-4189,-3114
257,"2009．11．29～ 12．5",5623,4726,897,44603,35785,8818,9715,660,822,-162,9553,39893,33531,6362,13637,15298,-1661,4701,36075,23308,12767,17468
258,"2009．12．6～ 12．12",5265,4892,373,21059,24324,-3265,-2892,2020,1704,316,-2576,33842,33772,71,14308,16187,-1879,-1809,22718,35379,-12661,-14470
259,"2009．12．13～ 12．19",4342,4561,-219,22849,27216,-4366,-4585,947,1127,-180,-4766,29090,28320,770,15531,13730,1802,2572,36629,22750,13879,16451
260,"2009．12．20～ 12．26",2045,2072,-27,6858,11197,-4340,-4367,494,983,-489,-4856,18756,15106,3650,5777,14725,-8948,-5298,16649,28505,-11856,-17154
261,"2009．12．27～ 2010．1．2",1349,1265,84,10410,11174,-764,-680,140,482,-342,-1022,11321,10112,1209,2915,2814,101,1310,3479,25590,-22111,-20801
262,"2010．1．3～ 1．9",4289,5000,-711,17105,24268,-7163,-7874,350,856,-507,-8381,34763,27426,7337,14726,20123,-5398,1939,29903,15306,14597,16536
263,"2010．1．10～ 1．16",4421,5644,-1223,17539,17688,-149,-1372,1209,1312,-103,-1475,33556,27434,6121,8039,9561,-1521,4600,31972,29013,2959,7560
264,"2010．1．17～ 1．23",3256,3516,-260,22133,15510,6623,6364,1413,1623,-210,6153,36756,34447,2309,11591,10497,1094,3403,25538,25381,157,3560
265,"2010．1．24～ 1．30",5164,3906,1258,32799,23842,8957,10215,1034,1595,-561,9654,36411,36745,-334,7337,9723,-2385,-2719,21557,23744,-2188,-4907
266,"2010．1．31～ 2．6",4950,2937,2013,27705,27889,-184,1829,945,845,100,1928,37785,37186,599,10124,10957,-833,-234,23666,25338,-1673,-1907
267,"2010．2．7～ 2．13",4007,2852,1155,27645,23104,4541,5696,620,525,96,5792,26494,25433,1061,6532,6214,318,1379,22252,25193,-2941,-1562
268,"2010．2．14～ 2．20",2995,3283,-288,16809,13070,3740,3452,1395,743,652,4104,24692,24320,372,12690,9585,3105,3476,20303,14872,5431,8908
269,"2010．2．21～ 2．27",4303,3926,377,26063,26098,-35,342,353,935,-581,-240,29935,29358,577,15821,12055,3766,4343,29362,26855,2508,6850
270,"2010．2．28～ 3．6",4437,3242,1195,30430,23649,6781,7976,511,819,-308,7669,28363,25744,2619,13299,8674,4624,7243,30268,32371,-2104,5139
271,"2010．3．7～ 3．13",3673,4333,-661,18583,18601,-19,-679,3397,1955,1443,764,30203,32883,-2680,12700,14051,-1351,-4032,24433,30431,-5998,-10030
272,"2010．3．14～ 3．20",3770,4117,-347,22393,23163,-769,-1117,1157,676,480,-636,27584,26318,1267,16530,21804,-5274,-4007,31655,22278,9377,5370
273,"2010．3．21～ 3．27",4027,4137,-111,29590,30585,-995,-1106,488,1435,-947,-2053,28368,31118,-2750,13564,19667,-6102,-8852,22419,42917,-20498,-29350
274,"2010．3．28～ 4．3",5183,4681,502,37334,33310,4025,4527,710,1282,-572,3954,37952,32564,5388,12155,15358,-3202,2186,9769,18986,-9216,-7031
275,"2010．4．4～ 4．10",4018,5457,-1439,35618,29901,5717,4277,825,803,22,4299,38585,34248,4338,16669,14127,2542,6879,24238,18729,5508,12387
276,"2010．4．11～ 4．17",4432,5252,-820,25806,21419,4388,3568,1245,834,411,3979,37459,36048,1411,14626,12613,2012,3424,23166,23935,-769,2654
277,"2010．4．18～ 4．24",5613,4969,644,28352,29356,-1004,-360,1512,649,862,503,36034,36378,-343,15614,12874,2740,2397,47469,36824,10645,13042
278,"2010．4．25～ 5．1",4452,4406,47,33296,33538,-242,-195,631,1220,-590,-785,32846,32646,200,13210,7650,5559,5759,12060,25842,-13783,-8023
279,"2010．5．2～ 5．8",3306,3302,4,21138,36803,-15665,-15661,1305,1010,295,-15366,22079,24460,-2380,2509,5026,-2517,-4897,26135,7143,18992,14095
280,"2010．5．9～ 5．15",5226,3743,1483,42817,36860,5957,7441,1417,1252,165,7606,46807,48529,-1722,20195,20184,11,-1711,44283,28710,15573,13862
281,"2010．5．16～ 5．22",6242,3530,2712,50950,40497,10454,13165,1679,751,927,14093,43827,48174,-4347,19588,19129,459,-3888,27953,21739,6215,2326
282,"2010．5．23～ 5．29",7618,4858,2759,38697,26948,11749,14509,821,1513,-692,13817,48055,48872,-817,16493,15531,962,146,30880,22618,8262,8408
283,"2010．5．30～ 6．5",4240,1982,2258,32929,19990,12939,15197,522,995,-473,14724,36994,37746,-752,15777,14181,1596,844,16238,17887,-1649,-805
284,"2010．6．6～ 6．12",3855,2762,1093,37542,29423,8119,9212,2110,3178,-1069,8143,36008,45168,-9160,12853,12976,-122,-9282,15793,22279,-6486,-15768
285,"2010．6．13～ 6．19",3923,3350,573,26849,25353,1496,2069,1458,1005,453,2521,30462,30451,10,14236,15716,-1480,-1469,24463,17734,6729,5259
286,"2010．6．20～ 6．26",3674,4200,-526,31551,22931,8620,8094,1078,779,299,8393,31540,33378,-1838,12737,16500,-3762,-5600,20926,28815,-7889,-13489
287,"2010．6．27～ 7．3",4083,2650,1432,42808,32136,10672,12104,679,845,-166,11939,32401,33316,-916,15656,15762,-106,-1022,22331,19252,3079,2057
288,"2010．7．4～ 7．10",3983,2589,1395,28977,21935,7041,8436,944,973,-29,8407,31764,30129,1635,14283,12196,2087,3722,30186,25266,4920,8643
289,"2010．7．11～ 7．17",3631,3139,492,31524,18764,12760,13252,1422,951,471,13724,30606,30905,-298,15425,13112,2313,2015,30715,21483,9232,11247
290,"2010．7．18～ 7．24",3054,2811,243,25949,15511,10438,10681,1541,1344,197,10878,27204,27488,-284,7656,6590,1066,782,21146,23904,-2758,-1976
291,"2010．7．25～ 7．31",3630,3834,-204,32048,19313,12735,12531,1912,1396,516,13047,32998,31557,1441,13606,10732,2874,4314,26557,28880,-2323,1991
292,"2010．8．1～ 8．7",3426,3754,-329,41330,30921,10409,10080,996,997,-1,10079,33100,31599,1501,15127,13241,1887,3388,29499,23168,6330,9718
293,"2010．8．8～ 8．14",3281,3201,80,52717,30930,21787,21867,1363,785,578,22445,29114,29517,-403,14265,12082,2183,1780,24764,25616,-852,928
294,"2010．8．15～ 8．21",3958,3638,320,39508,29100,10408,10729,1385,717,668,11396,28082,28495,-413,11695,12990,-1295,-1708,25547,29036,-3489,-5197
295,"2010．8．22～ 8．28",5049,3639,1410,39488,38694,793,2203,1031,973,58,2261,28627,30127,-1500,13285,12511,774,-725,26094,21956,4138,3412
296,"2010．8．29～ 9．4",4996,2845,2152,35247,27939,7308,9460,1426,910,516,9977,31464,31068,396,13251,12234,1017,1413,25337,20402,4935,6347
297,"2010．9．5～ 9．11",3301,3212,89,31318,28998,2320,2409,1258,1774,-516,1893,30002,32530,-2527,17231,16249,982,-1546,24840,17349,7491,5945
298,"2010．9．12～ 9．18",2725,3421,-697,36820,28782,8038,7341,1037,1718,-682,6659,36988,36582,405,16518,18031,-1514,-1108,25437,18020,7417,6309
299,"2010．9．19～ 9．25",2412,3143,-732,29636,18578,11058,10326,1131,1603,-473,9853,23058,23822,-764,8564,12200,-3637,-4401,32877,29639,3239,-1162
300,"2010．9．26～ 10．2",3531,4721,-1190,42309,35514,6795,5605,1398,1429,-31,5574,40944,40895,48,23681,12693,10988,11036,25828,26988,-1160,9876
301,"2010．10．3～ 10．9",3257,4314,-1057,35147,34390,757,-301,780,1030,-251,-551,46118,45748,370,13647,19834,-6187,-5817,27652,27202,450,-5367
302,"2010．10．10～ 10．16",3609,3649,-39,29491,20296,9195,9156,1212,1344,-132,9024,35030,33695,1335,8169,10050,-1881,-546,25996,25419,577,30
303,"2010．10．17～ 10．23",3567,4121,-554,27655,20831,6824,6270,2007,1657,351,6621,33501,32359,1142,18083,10886,7197,8339,34492,31869,2623,10963
304,"2010．10．24～ 10．30",4340,4052,288,32271,26609,5663,5951,1542,1373,169,6120,36643,37153,-510,12673,8932,3741,3231,27246,22282,4964,8195
305,"2010．10．31～ 11．6",3400,3189,211,23652,19594,4058,4270,616,531,85,4355,33201,31301,1900,6085,9140,-3055,-1155,31914,28220,3694,2539
306,"2010．11．7～ 11．13",3901,3876,25,30491,23221,7270,7294,571,353,218,7513,37003,35983,1020,14771,14142,628,1648,30903,32542,-1639,9
307,"2010．11．14～ 11．20",3589,3649,-60,24756,37173,-12417,-12477,1746,1247,499,-11979,37290,35569,1721,14289,16466,-2177,-456,29128,27402,1726,1270
308,"2010．11．21～ 11．27",2996,2845,151,14277,20313,-6035,-5884,1007,1133,-126,-6010,26493,25934,558,14283,14231,52,611,28394,29307,-913,-303
309,"2010．11．28～ 12．4",4669,4421,248,27944,35516,-7572,-7324,1329,1378,-49,-7373,38826,36738,2088,18903,16687,2216,4305,34605,27874,6731,11036
310,"2010．12．5～ 12．11",3335,3351,-16,28811,31853,-3042,-3058,971,913,57,-3001,42847,41883,964,16181,20354,-4173,-3209,33582,33404,178,-3031
311,"2010．12．12～ 12．18",3201,3535,-333,29963,31847,-1884,-2217,1557,836,721,-1497,39245,37001,2244,16589,16874,-285,1959,20915,16603,4312,6271
312,"2010．12．19～ 12．25",2454,2610,-156,12685,12384,301,145,1360,1426,-66,79,23176,22660,517,7803,10366,-2562,-2046,14739,23112,-8373,-10418
313,"2010．12．26～ 2011．1．1",989,861,127,12557,6677,5880,6007,191,428,-238,5769,16815,16580,235,3765,5616,-1851,-1616,3362,22631,-19268,-20884
314,"2011．1．2～ 1．8",3073,3380,-307,24845,19270,5575,5269,1061,821,240,5508,31069,28408,2661,10509,13808,-3299,-638,32459,11337,21122,20484
315,"2011．1．9～ 1．15",2881,3128,-247,24458,16866,7593,7346,470,1115,-645,6701,35371,32118,3252,8905,8715,190,3442,36575,27596,8980,12422
316,"2011．1．16～ 1．22",3378,3644,-266,19391,17859,1532,1266,1478,684,794,2060,39930,39760,170,14997,14734,264,434,45624,21759,23865,24299
317,"2011．1．23～ 1．29",3553,4066,-513,20226,20339,-113,-626,237,1129,-892,-1519,41746,41188,558,21915,15829,6086,6645,41298,27339,13959,20604
318,"2011．1．30～ 2．5",2889,2970,-80,25021,21142,3879,3799,1148,1156,-8,3790,44431,42450,1981,15857,13740,2117,4098,21553,28623,-7070,-2972
319,"2011．2．6～ 2．12",3050,3138,-87,16967,18102,-1135,-1222,793,589,203,-1019,35055,33099,1957,12174,14728,-2554,-597,31408,34009,-2601,-3198
320,"2011．2．13～ 2．19",3078,4589,-1511,16740,16456,284,-1228,1619,1109,511,-717,52026,45786,6239,15906,17859,-1953,4286,38852,24234,14618,18904
321,"2011．2．20～ 2．26",4350,4686,-336,24670,21243,3427,3091,1264,1261,3,3093,49462,50647,-1185,21878,13257,8621,7436,28774,29074,-300,7136
322,"2011．2．27～ 3．5",4259,4195,64,24459,26819,-2360,-2295,1176,1466,-290,-2585,49298,47664,1634,22541,17731,4810,6443,17066,22454,-5389,1054
