CO2 emissions from fuel combustion,million tonnes of CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Country/Economy,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Dominican Republic,3.48454,4.571108,4.634559,4.996545,5.211648,5.345303,5.676096,5.827964,6.148868,6.326933,5.998033,5.791982,6.751978,7.076505,6.232428,7.06718,8.080442,8.130294,8.665672,7.400474,7.694485,9.02947,8.970791,10.586354,11.217371,12.020741,13.712748,15.715963,16.689541,18.277681,17.825791,19.192604,16.825137,15.54079,17.32052,18.493307,18.540618,18.716709,18.379882,19.173153,19.401496,19.940238,19.694201,19.258071
Ecuador,3.494019,3.52061,3.966804,5.233913,5.933987,6.861117,8.094013,9.236262,9.696304,10.403987,11.797326,11.819293,11.090009,11.184701,11.661879,11.911698,11.620831,12.288061,12.019149,13.317462,13.910003,14.821433,14.040127,14.90339,16.685521,19.204245,20.429538,20.399774,16.515365,18.132383,19.284537,19.802186,19.588897,22.206791,23.918855,25.415595,26.087232,26.150382,28.766816,32.046221,32.838527,34.190011,35.871179,38.726039
El Salvador,1.304062,1.522103,1.68482,1.688263,1.922742,1.94575,2.014653,2.024247,1.936476,1.595404,1.49979,1.484123,1.489432,1.517395,1.640129,1.621129,1.999358,2.087376,2.037118,2.105879,2.772205,3.172378,3.55167,4.092703,4.571669,3.982207,4.871546,5.206087,5.164102,5.173041,5.509766,5.532929,5.908949,5.929295,6.250623,6.521187,6.920914,6.14123,6.092571,5.82415,6.011364,6.015024,5.728784,5.875038
Guatemala,2.263409,2.4923,2.630045,2.713141,3.0147,2.896079,3.341573,3.753751,4.214034,4.212666,3.63469,3.188497,2.745636,3.093197,3.182909,2.319032,2.719127,2.904873,3.036661,3.205993,3.409649,4.224454,4.625752,4.91575,5.857203,5.717179,6.000726,7.642651,7.51419,8.579713,8.987099,9.650291,9.639139,10.23524,10.619373,10.628488,11.473048,10.249932,11.228663,10.323158,10.475086,10.585586,12.224064,16.144555
Haiti,0.378432,0.355844,0.365263,0.408638,0.412705,0.569256,0.594825,0.644824,0.651711,0.62013,0.521328,0.668508,0.749393,0.77891,0.795914,0.740322,0.812623,0.886109,0.934487,0.933828,0.893503,0.814678,0.651309,0.188951,0.902009,1.057842,1.273734,1.30054,1.354379,1.383276,1.513671,1.73167,1.640958,1.889831,1.980397,2.024666,2.316065,2.316065,2.23844,2.094368,2.139691,2.0812,2.165035,2.761679
Honduras,1.122811,1.158073,1.26574,1.248853,1.327499,1.420873,1.577693,1.583885,1.684051,1.695101,1.611052,1.594854,1.762074,1.863907,1.670974,1.700694,1.899509,2.094643,2.317874,2.176396,2.162353,2.462229,2.600769,2.998828,3.57411,3.519616,3.61945,4.322509,4.359057,4.486281,5.288981,5.618282,6.244007,7.033364,7.158369,6.39694,8.115452,7.87573,7.39739,7.342068,8.376155,8.352603,8.450567,8.746949
Jamaica,5.533377,6.082098,8.063901,7.412055,7.445354,6.202799,6.84125,6.997719,7.003667,6.540926,6.520683,5.566281,5.533604,5.215201,4.667692,4.419532,4.688713,4.87432,6.298075,7.242948,7.210269,7.904474,8.094913,8.152203,8.413861,8.770039,8.957025,9.458375,9.735221,9.786871,9.813464,9.967852,10.277447,10.253145,10.277943,11.741032,11.748458,9.699883,7.49787,6.928661,7.307745,6.872182,7.320442,7.173297
Nicaragua,1.485981,1.52625,1.668175,1.837214,1.849018,2.12139,2.613515,2.352931,1.538058,1.80681,1.888919,1.872679,1.955741,1.790067,1.80508,2.1308,2.162887,1.92168,1.707924,1.838531,1.815397,2.115343,2.088373,2.391817,2.512744,2.661363,2.85772,3.356774,3.391005,3.540734,3.70976,3.831096,3.951871,4.104466,4.030821,4.244148,4.361963,4.18967,4.165259,4.2757,4.467004,4.434833,4.260087,4.542545
Panama,2.485692,2.659628,2.916585,2.977249,3.095566,3.091529,3.069619,2.90119,3.058478,2.909989,2.521641,2.960841,3.392866,2.812354,2.665239,2.748354,3.052871,2.389474,2.494222,2.562577,2.994368,3.526542,3.548496,3.77159,4.090273,4.127854,4.336512,5.399322,4.687082,4.876165,5.867582,5.09735,5.201157,5.28895,6.771282,7.147671,6.895948,6.526237,8.006587,8.840528,9.495395,9.761308,9.871058,10.585123
Paraguay,0.570965,0.630695,0.70288,0.665941,0.703301,0.779295,1.117469,1.401188,1.346093,1.346584,1.308193,1.311216,1.248635,1.395472,1.422403,1.466879,1.610985,1.843823,1.829927,1.929125,1.883674,2.253484,2.606527,3.069741,3.488397,3.447145,3.832388,4.018118,4.02544,3.280399,3.413352,3.5881,3.711543,3.764985,3.468649,3.597538,3.729668,3.94453,4.096302,4.657124,4.86916,5.042288,4.93472,5.187121
Peru,15.384767,15.397585,16.247158,17.484791,18.234098,18.507349,18.179602,18.354778,19.191012,20.394662,21.240558,21.061103,17.768911,18.594584,18.045347,19.32415,20.893979,21.257405,19.300734,19.144592,18.53432,19.354408,20.023863,20.542057,23.301945,25.670575,25.403122,24.412276,26.846399,26.3928,24.328076,25.516264,24.866764,28.757911,28.622708,28.02161,30.913158,35.196928,37.690092,41.09076,44.224151,43.998978,44.841274,47.793942
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.456679,1.487569,1.079746,1.198677,1.36129,1.652211,1.497063,1.375446,1.422743,1.420915,1.695121,1.787066,2.005189,1.967521,1.991931
Trinidad and Tobago,5.367126,5.470891,5.665615,5.192681,4.573759,5.182139,5.937737,5.876645,5.91614,6.368262,7.203636,7.019285,6.635063,6.751883,6.65234,6.825617,7.176145,7.720881,7.592731,7.899005,7.807394,8.165714,7.868201,8.059849,8.161149,8.49492,9.109006,9.47614,9.477198,10.104711,11.769568,13.063965,15.312554,15.745771,17.537162,19.435341,21.654516,21.52967,20.165059,22.344158,22.239818,22.043479,22.946504,23.214829
Uruguay,5.097208,5.56545,5.216445,5.034968,5.331955,5.461598,5.37663,5.464774,5.94648,5.336519,4.791805,4.456696,3.577961,3.210123,3.009726,2.961089,3.319951,4.274079,4.617793,3.598545,4.125925,4.506404,4.239485,3.932299,4.390481,5.131341,5.188303,5.345667,6.400692,5.088781,4.544182,4.148036,4.074395,5.200438,5.150023,6.080673,5.569655,7.465492,7.450237,5.957656,7.221303,8.184485,7.106437,6.268833
Venezuela,45.900134,47.390948,55.023604,56.248822,56.054881,59.454555,61.586999,66.989295,76.342439,83.347289,84.519919,85.384382,84.889925,85.017307,85.116516,84.872443,83.967544,84.887557,91.579017,93.562394,92.334306,94.528793,100.182269,100.777776,106.071027,114.061787,118.781228,119.670362,109.319484,116.183558,123.314834,122.68702,122.362131,127.587683,137.133087,133.244797,129.748585,159.381079,160.464536,171.47039,151.298872,168.747978,155.958659,154.990498
Other Non-OECD Americas,8.183294,9.481149,10.39878,8.571963,10.864605,9.585531,10.608428,11.007339,10.333953,10.259467,10.653534,9.609542,8.601078,9.305782,9.233558,9.904379,11.102417,11.518282,12.023492,12.362436,12.649822,12.288737,12.423664,12.729052,13.31067,13.38019,13.547496,13.804467,14.05407,13.627053,14.317653,14.156299,14.597147,14.784741,14.220023,14.172154,15.084417,14.974327,15.402872,16.447997,16.962583,17.98595,19.786154,20.090124
Non-OECD Americas,337.439478,351.926379,389.925741,403.616681,408.366231,433.120454,452.039695,475.309022,500.797806,506.363221,495.819762,492.326338,485.221879,486.704478,484.12641,514.603163,533.298656,547.718921,558.588648,553.221521,560.892186,574.248383,589.263562,612.89981,652.419932,694.074177,736.849285,757.774594,753.879196,780.71505,787.166403,779.792017,783.543264,831.70134,855.160196,872.217051,904.671685,966.154809,946.760266,1022.349858,1042.196445,1101.905761,1123.98952,1173.937206
Bahrain,2.892664,3.300077,4.266394,5.048011,5.228121,5.682584,6.295086,6.67519,7.135053,7.237327,7.759941,8.137965,8.464526,8.659678,9.097041,9.772556,9.615992,10.121065,10.26381,10.6766,10.282315,12.17634,12.974654,13.278299,13.453653,14.089076,14.344816,15.415184,15.389761,15.838599,16.349035,17.192585,17.902334,17.78416,20.559044,22.348149,22.860306,24.608981,24.471523,25.544471,25.566608,26.093783,28.284947,29.687046
Islamic Rep. of Iran,38.888772,43.001854,51.967249,58.684321,68.006077,77.797746,87.439024,86.515451,95.717745,88.466111,90.48287,102.267582,122.946885,133.150015,144.992292,134.547758,143.913234,147.423292,162.686633,171.182792,191.201052,206.347194,208.80839,238.259902,244.484729,251.169851,263.514543,265.99438,298.454308,312.161311,327.246301,342.945654,357.278696,385.754572,417.649762,449.123128,479.916924,487.188491,504.123969,498.448184,507.637253,512.180442,535.28393,556.092952
Iraq,10.3144,11.492081,11.803941,12.823152,15.533424,19.275476,20.171781,22.710275,26.524615,26.225187,25.248497,27.155299,31.381624,33.776141,37.960455,42.447023,43.995481,49.311032,54.43786,52.394861,43.369355,66.394753,87.836807,98.80248,95.139513,97.464102,114.189613,79.181182,60.885974,70.482732,80.262374,75.106685,69.573122,72.857638,73.152884,68.961594,62.491585,72.376103,91.927114,103.508324,110.844454,126.26559,135.165123,141.026292
Jordan,1.351009,1.501659,1.721307,1.828688,2.150293,2.640111,2.79706,3.363313,3.46302,4.310397,5.257308,5.986666,6.529026,7.07646,7.471738,8.235828,8.680473,8.408629,8.507672,9.301166,9.329418,10.773393,10.904101,11.542022,12.260346,12.646828,13.242235,13.737129,13.759482,14.43205,14.299979,15.180522,14.988081,16.84187,18.106934,18.504817,19.329438,18.653681,19.418449,18.881454,19.928465,22.779472,22.456326,24.105474
Kuwait,14.033954,15.453941,16.251725,15.708722,15.104167,16.469437,18.107337,19.997911,25.611507,26.425515,26.770309,30.305966,32.405377,33.064106,36.740224,40.188142,43.139967,52.341105,60.839181,27.797515,7.758824,22.102244,28.299559,32.641422,32.34214,31.435049,32.585407,38.835702,42.745567,46.291568,50.215971,52.220344,53.379714,56.224332,64.735527,67.29007,67.487409,71.573542,78.421833,76.966238,81.477468,86.024311,84.0964,86.078929
Lebanon,4.580125,4.982955,6.385403,6.4862,5.70753,5.245854,4.611413,5.801587,6.297676,6.650889,6.331683,4.677304,5.193335,5.454826,6.612143,7.059439,7.229389,5.471408,5.51267,5.51267,6.946853,6.89622,10.098346,11.078833,12.785773,13.306255,15.233521,14.870344,15.649449,13.990896,15.148204,15.096145,15.046004,15.194103,14.456918,13.659437,12.008849,15.76871,19.273721,18.200605,18.501089,21.004871,20.635189,22.368549
Oman,0.256345,0.262702,0.290725,0.448854,0.722027,1.116974,1.310151,1.545011,1.88867,2.24774,2.506682,2.942752,3.893866,4.980555,5.634635,6.229159,6.307667,6.625656,6.844796,10.159324,14.099655,13.352224,12.578041,12.501567,14.68705,14.928695,14.983462,15.273802,17.48308,20.412891,23.008872,24.665224,25.460985,25.203264,24.664466,32.431773,36.386619,35.60563,38.503304,42.356273,48.751886,54.326419,56.475851,59.896981
Qatar,2.239888,2.469147,3.455524,2.99779,4.926282,3.477652,4.046493,3.830782,6.20869,6.980221,8.476643,9.213822,9.556799,10.652408,10.682744,11.39382,11.63151,12.041007,12.826173,12.428518,13.727741,14.449921,15.265604,16.05133,16.826987,17.627781,19.174255,20.42096,22.54833,21.251877,22.471254,26.553807,27.852298,30.859077,33.203285,38.453711,43.213386,46.580401,50.3185,57.101187,62.708052,70.843226,72.785572,77.612995
Saudi Arabia,12.67469,14.405323,17.560602,20.198917,22.512249,25.899072,34.429341,52.83441,73.618282,99.408587,112.949655,125.372241,134.825788,117.264982,117.77619,118.457639,130.168593,138.352253,138.012527,151.078152,157.270766,170.621319,180.786321,192.969142,191.619841,203.491586,205.681752,220.166086,226.105545,234.571325,238.236458,255.258399,266.27477,282.037816,297.962045,316.568068,333.096684,364.16197,379.402494,419.097443,434.564726,463.337067,471.043596,506.593916
Syrian Arab Republic ,5.432526,5.141212,4.928924,6.982073,8.25737,9.285547,10.056636,10.147651,13.334243,12.323401,13.864068,16.586641,19.553792,22.035223,19.528615,20.97086,23.794369,24.433504,23.821558,27.220081,29.777172,28.279846,28.260052,29.391572,31.121193,34.232642,34.510163,37.516557,36.555403,37.014656,38.89226,39.800419,40.021044,42.476443,53.445705,56.672528,59.594109,61.339075,56.661685,55.946026,51.953951,38.364015,29.919726,27.568698
United Arab Emirates,2.462499,2.584734,3.232639,3.370222,4.917781,6.369142,10.600052,12.246398,14.49458,19.218114,23.325219,25.564923,24.69318,31.880872,35.624764,40.018251,44.222911,45.45168,51.965606,51.871009,59.147157,56.545805,59.593406,65.567467,69.63799,72.70689,76.648326,78.405389,80.606698,79.827922,92.519408,94.537835,98.766186,104.99209,111.113814,115.016426,124.151585,146.4792,147.002177,151.754526,159.143677,169.903627,173.47144,175.429012
Yemen,1.202213,1.454099,1.861299,1.843123,1.751895,2.177605,2.194037,2.435122,2.634804,3.475841,3.496453,3.994308,4.42465,4.523659,4.85529,5.138845,5.643468,6.085349,6.336753,6.29511,8.143927,8.798451,7.793681,8.15353,9.433625,9.667201,10.356121,11.259275,12.596355,13.344597,14.512919,14.558431,16.837058,17.84089,18.830496,18.887527,19.997269,21.251124,23.464248,22.366972,19.222549,17.416632,23.879673,21.337531
Middle East,96.329085,106.049784,123.725732,136.420073,154.817216,175.4372,202.058411,228.103101,276.928885,302.96933,326.469328,362.205469,403.868848,412.518925,436.976131,444.45932,478.343054,506.06598,542.055239,535.917798,551.054235,616.73771,663.198962,730.237566,743.79284,772.765956,814.464214,811.07599,842.779952,879.620424,933.163035,973.11605,1003.380292,1068.066255,1147.88088,1217.917228,1280.534163,1365.586908,1432.989017,1490.171703,1540.300178,1608.539455,1653.497773,1727.798375
European Union - 28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4023.785648,3999.40062,3868.090362,3795.4335,3770.900264,3812.479568,3933.025661,3839.803968,3833.061337,3772.082428,3786.658362,3858.774176,3837.104554,3941.278038,3942.938592,3919.568795,3924.117377,3868.302819,3787.757473,3503.703804,3612.418943,3462.998207,3425.20552,3347.599671,3160.02376
G7,7690.601846,8022.06926,8451.533807,8218.613021,7870.790951,8297.132828,8470.461004,8517.273857,8684.492542,8316.453419,8105.385619,7772.512847,7718.175564,7980.876018,8014.960752,7978.963341,8157.554069,8455.606539,8557.50937,8485.336133,8458.109001,8487.156551,8547.307193,8653.322357,8744.706102,8991.565765,9108.388581,9131.639292,9170.738091,9418.455625,9399.736752,9346.26526,9485.736732,9547.492022,9559.663761,9429.902466,9530.909889,9236.247489,8590.119242,8952.365196,8776.87561,8662.443656,8750.598528,8656.141121
G8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10648.56974,10594.26535,10446.26501,10346.88741,10249.53383,10292.69285,10512.948,10522.9618,10537.99205,10613.52641,10892.67584,10874.21406,10811.89903,10979.4221,11035.4575,11041.31936,10967.34059,11064.34806,10789.80763,10030.50706,10481.28485,10381.27848,10213.26269,10285.23774,10123.69326
G20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16777.10234,16910.66772,16876.17939,17063.66091,17197.3925,17707.65694,18124.12632,18288.45526,18410.41599,18475.68849,19107.18937,19353.62136,19621.85458,20528.41477,21467.61134,22200.23686,22865.12471,23763.16249,23751.02804,23438.23243,24859.86891,25650.01775,25803.14764,26256.54679,26430.3354
